,Reaction Type,Datetime,Content Type,Content ID,Category,Sentiment,Score,,,,
23909,want,12-03-2021 07:31,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,70,,,,
23910,like,27-01-2021 18:24,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,50,,,,
23911,worried,07-05-2021 02:26,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,12,,,,
23912,want,02-08-2020 23:50,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,70,,,,
23913,indifferent,07-08-2020 15:14,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,neutral,20,,,,
23914,worried,26-12-2020 08:04,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,12,,,,
23915,like,11-02-2021 13:20,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,50,,,,
23916,peeking,09-01-2021 15:49,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,neutral,35,,,,
23917,dislike,14-06-2021 09:08,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,10,,,,
23918,heart,29-11-2020 00:11,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,60,,,,
23919,disgust,20-10-2020 14:28,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,0,,,,
23920,cherish,08-11-2020 13:17,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,70,,,,
23921,hate,24-08-2020 20:42,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,5,,,,
23922,want,17-02-2021 18:25,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,70,,,,
23923,want,05-03-2021 09:59,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,70,,,,
23924,hate,31-05-2021 08:09,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,5,,,,
23925,hate,19-04-2021 15:28,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,5,,,,
23926,adore,25-05-2021 09:45,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,72,,,,
23927,hate,19-04-2021 18:38,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,5,,,,
23928,heart,08-06-2021 09:53,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,60,,,,
23929,peeking,18-04-2021 02:32,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,neutral,35,,,,
23930,cherish,24-07-2020 10:37,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,70,,,,
23931,adore,22-05-2021 07:06,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,72,,,,
23932,super love,08-06-2021 07:22,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,75,,,,
23933,heart,03-02-2021 09:17,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,60,,,,
23934,intrigued,13-06-2021 09:49,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,45,,,,
23935,interested,09-01-2021 17:20,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,30,,,,
23936,dislike,08-12-2020 03:12,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,10,,,,
23937,worried,04-02-2021 14:44,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,12,,,,
23938,disgust,04-07-2020 06:10,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,0,,,,
23939,scared,04-04-2021 13:30,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,negative,15,,,,
23940,intrigued,22-09-2020 13:24,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,45,,,,
23941,love,29-08-2020 08:26,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,65,,,,
23942,want,01-08-2020 11:04,audio,8e0f1d3e-b588-44de-a423-8224eb26aa99,healthy eating,positive,70,,,,
23943,cherish,28-12-2020 19:51,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,70,,,,
23944,disgust,11-09-2020 18:13,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,0,,,,
23945,heart,17-06-2021 16:34,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,60,,,,
23946,indifferent,01-02-2021 17:34,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,neutral,20,,,,
23947,heart,28-05-2021 21:31,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,60,,,,
23948,cherish,22-12-2020 18:02,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,70,,,,
23949,scared,29-11-2020 02:52,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,15,,,,
23950,like,21-01-2021 15:34,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,50,,,,
23951,indifferent,09-01-2021 00:47,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,neutral,20,,,,
23952,super love,15-01-2021 06:14,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,75,,,,
23953,intrigued,07-05-2021 02:55,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,45,,,,
23954,worried,14-05-2021 09:28,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,12,,,,
23955,want,05-05-2021 08:26,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,70,,,,
23956,disgust,12-03-2021 03:38,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,0,,,,
23957,dislike,18-01-2021 18:13,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,10,,,,
23958,adore,16-03-2021 09:15,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,72,,,,
23959,intrigued,01-02-2021 07:55,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,45,,,,
23960,cherish,20-03-2021 02:40,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,70,,,,
23961,disgust,07-02-2021 04:03,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,0,,,,
23962,indifferent,18-02-2021 15:16,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,neutral,20,,,,
23963,adore,22-07-2020 15:24,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,72,,,,
23964,love,25-03-2021 02:43,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,65,,,,
23965,peeking,03-10-2020 21:13,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,neutral,35,,,,
23966,super love,16-06-2021 11:52,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,75,,,,
23967,indifferent,24-01-2021 09:20,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,neutral,20,,,,
23968,scared,08-11-2020 14:47,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,15,,,,
23969,scared,29-11-2020 04:55,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,15,,,,
23970,interested,05-02-2021 05:28,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,30,,,,
23971,worried,07-04-2021 03:53,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,12,,,,
23972,like,09-10-2020 19:01,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,50,,,,
23973,super love,30-04-2021 18:59,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,75,,,,
23974,hate,23-12-2020 15:57,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,5,,,,
23975,scared,03-06-2021 11:11,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,negative,15,,,,
23976,super love,10-03-2021 16:12,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,75,,,,
23977,interested,25-03-2021 12:30,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,30,,,,
23978,peeking,07-12-2020 13:55,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,neutral,35,,,,
23979,like,01-07-2020 22:15,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,50,,,,
23980,adore,25-08-2020 15:12,GIF,a1249a46-6362-4a73-a1e9-3b5d236cdd73,studying,positive,72,,,,
23981,super love,17-06-2021 23:59,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,75,,,,
23982,interested,17-11-2020 16:58,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,30,,,,
23983,cherish,23-01-2021 05:42,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,70,,,,
23984,disgust,06-05-2021 15:45,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,0,,,,
23985,like,17-12-2020 20:08,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,50,,,,
23986,want,26-06-2020 20:00,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,70,,,,
23987,peeking,22-03-2021 18:23,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,neutral,35,,,,
23988,intrigued,22-04-2021 13:25,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,45,,,,
23989,intrigued,11-05-2021 08:26,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,45,,,,
23990,scared,15-03-2021 20:52,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,15,,,,
23991,super love,05-02-2021 11:45,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,75,,,,
23992,dislike,10-02-2021 08:50,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,10,,,,
23993,worried,19-09-2020 14:20,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,12,,,,
23994,cherish,13-04-2021 00:50,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,70,,,,
23995,hate,06-01-2021 05:33,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,5,,,,
23996,worried,03-03-2021 22:33,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,12,,,,
23997,worried,12-11-2020 02:49,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,12,,,,
23998,adore,06-11-2020 01:11,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,72,,,,
23999,cherish,08-12-2020 14:05,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,70,,,,
24000,dislike,15-03-2021 14:03,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,10,,,,
24001,disgust,12-11-2020 02:26,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,0,,,,
24002,scared,20-11-2020 19:06,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,15,,,,
24003,love,25-06-2020 22:20,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,65,,,,
24004,like,12-03-2021 09:19,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,50,,,,
24005,super love,25-08-2020 02:16,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,75,,,,
24006,peeking,25-01-2021 18:58,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,neutral,35,,,,
24007,indifferent,29-10-2020 21:17,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,neutral,20,,,,
24008,worried,05-04-2021 09:37,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,12,,,,
24009,dislike,25-12-2020 00:03,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,10,,,,
24010,scared,15-10-2020 11:58,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,15,,,,
24011,adore,01-11-2020 11:17,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,72,,,,
24012,heart,20-12-2020 00:50,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,60,,,,
24013,super love,02-06-2021 21:58,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,75,,,,
24014,want,03-11-2020 14:43,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,70,,,,
24015,worried,05-10-2020 22:08,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,12,,,,
24016,heart,29-03-2021 04:09,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,60,,,,
24017,adore,11-07-2020 02:51,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,72,,,,
24018,like,27-12-2020 04:25,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,50,,,,
24019,cherish,30-10-2020 10:22,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,70,,,,
24020,adore,21-04-2021 14:24,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,72,,,,
24021,disgust,17-02-2021 18:42,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,negative,0,,,,
24022,super love,20-12-2020 10:47,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,75,,,,
24023,want,08-03-2021 15:11,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,70,,,,
24024,like,12-11-2020 00:12,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,50,,,,
24025,indifferent,02-04-2021 14:22,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,neutral,20,,,,
24026,cherish,13-02-2021 04:03,GIF,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,culture,positive,70,,,,
24027,interested,15-05-2021 21:43,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,30,,,,
24028,hate,09-03-2021 05:22,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,negative,5,,,,
24029,hate,11-11-2020 03:56,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,negative,5,,,,
24030,adore,11-11-2020 10:40,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,72,,,,
24031,heart,30-09-2020 12:11,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,60,,,,
24032,super love,31-08-2020 12:35,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,75,,,,
24033,love,23-05-2021 15:48,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,65,,,,
24034,cherish,02-06-2021 22:38,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,70,,,,
24035,indifferent,28-09-2020 02:53,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,neutral,20,,,,
24036,disgust,26-08-2020 22:04,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,negative,0,,,,
24037,worried,19-01-2021 23:50,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,negative,12,,,,
24038,super love,19-11-2020 06:59,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,75,,,,
24039,adore,21-10-2020 18:56,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,72,,,,
24040,dislike,11-01-2021 22:53,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,negative,10,,,,
24041,heart,11-08-2020 21:14,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,60,,,,
24042,super love,19-02-2021 08:20,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,positive,75,,,,
24043,peeking,23-08-2020 05:09,video,58b0f92a-76ae-4521-a223-2b117f4f4e70,dogs,neutral,35,,,,
24044,interested,14-07-2020 21:24,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,30,,,,
24045,intrigued,24-08-2020 10:37,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,45,,,,
24046,want,16-01-2021 04:26,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,70,,,,
24047,cherish,17-06-2021 14:36,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,70,,,,
24048,worried,28-05-2021 16:56,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,negative,12,,,,
24049,scared,14-01-2021 02:11,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,negative,15,,,,
24050,peeking,28-04-2021 13:55,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,neutral,35,,,,
24051,scared,24-11-2020 21:59,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,negative,15,,,,
24052,dislike,10-01-2021 13:58,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,negative,10,,,,
24053,hate,23-01-2021 11:17,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,negative,5,,,,
24054,worried,07-08-2020 03:21,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,negative,12,,,,
24055,peeking,17-02-2021 10:31,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,neutral,35,,,,
24056,interested,26-11-2020 06:24,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,30,,,,
24057,adore,27-08-2020 03:12,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,72,,,,
24058,dislike,14-01-2021 14:01,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,negative,10,,,,
24059,cherish,01-07-2020 14:48,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,70,,,,
24060,want,15-09-2020 20:11,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,70,,,,
24061,cherish,07-03-2021 13:51,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,70,,,,
24062,dislike,23-08-2020 17:38,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,negative,10,,,,
24063,interested,04-01-2021 15:25,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,30,,,,
24064,heart,13-04-2021 15:05,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,60,,,,
24065,interested,21-05-2021 01:49,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,30,,,,
24066,want,29-09-2020 23:02,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,70,,,,
24067,adore,16-02-2021 21:47,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,72,,,,
24068,like,11-03-2021 16:12,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,50,,,,
24069,cherish,21-11-2020 06:27,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,positive,70,,,,
24070,indifferent,10-12-2020 21:21,audio,9c8f1389-d04e-4a55-a2f5-1612539b70a7,technology,neutral,20,,,,
24071,want,25-06-2020 03:20,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,70,,,,
24072,worried,30-03-2021 05:54,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,12,,,,
24073,worried,27-06-2020 11:42,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,12,,,,
24074,heart,22-06-2020 01:18,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,60,,,,
24075,love,12-07-2020 14:51,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,65,,,,
24076,interested,22-06-2020 23:58,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,30,,,,
24077,dislike,10-07-2020 12:20,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,10,,,,
24078,hate,04-01-2021 14:18,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,5,,,,
24079,love,22-04-2021 06:57,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,65,,,,
24080,dislike,26-03-2021 22:25,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,10,,,,
24081,indifferent,01-01-2021 13:31,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,neutral,20,,,,
24082,worried,19-04-2021 15:37,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,12,,,,
24083,dislike,18-04-2021 18:18,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,10,,,,
24084,intrigued,27-04-2021 16:32,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,45,,,,
24085,hate,16-02-2021 17:15,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,5,,,,
24086,peeking,09-12-2020 01:00,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,neutral,35,,,,
24087,disgust,04-10-2020 19:59,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,0,,,,
24088,want,29-01-2021 18:52,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,70,,,,
24089,love,02-07-2020 01:14,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,65,,,,
24090,super love,03-11-2020 17:57,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,75,,,,
24091,love,19-05-2021 16:07,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,65,,,,
24092,dislike,25-08-2020 04:01,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,10,,,,
24093,adore,09-07-2020 00:07,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,72,,,,
24094,worried,03-02-2021 17:30,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,12,,,,
24095,interested,24-01-2021 22:56,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,30,,,,
24096,indifferent,23-10-2020 00:24,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,neutral,20,,,,
24097,intrigued,19-01-2021 21:03,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,45,,,,
24098,heart,20-09-2020 21:40,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,60,,,,
24099,disgust,01-07-2020 08:52,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,0,,,,
24100,dislike,20-05-2021 08:14,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,negative,10,,,,
24101,adore,26-12-2020 08:51,photo,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,technology,positive,72,,,,
24102,heart,04-06-2021 22:56,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,60,,,,
24103,like,17-08-2020 10:07,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,50,,,,
24104,want,04-02-2021 04:17,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,70,,,,
24105,hate,02-06-2021 20:49,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,negative,5,,,,
24106,scared,19-06-2020 12:12,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,negative,15,,,,
24107,want,25-11-2020 07:40,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,70,,,,
24108,cherish,25-07-2020 15:07,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,70,,,,
24109,heart,01-05-2021 11:25,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,60,,,,
24110,want,19-01-2021 03:07,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,70,,,,
24111,want,05-08-2020 16:10,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,70,,,,
24112,hate,13-08-2020 08:40,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,negative,5,,,,
24113,love,16-06-2021 17:05,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,65,,,,
24114,want,26-03-2021 07:28,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,70,,,,
24115,heart,25-10-2020 04:40,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,positive,60,,,,
24116,disgust,25-07-2020 04:12,photo,b23a874f-72fa-4abb-9ca5-941850c672bc,healthy eating,negative,0,,,,
24117,heart,31-12-2020 06:24,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,positive,60,,,,
24118,super love,12-02-2021 22:53,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,positive,75,,,,
24119,scared,20-12-2020 03:35,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,negative,15,,,,
24120,heart,13-06-2021 23:51,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,positive,60,,,,
24121,disgust,20-04-2021 06:23,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,negative,0,,,,
24122,dislike,04-05-2021 23:34,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,negative,10,,,,
24123,interested,10-05-2021 23:18,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,positive,30,,,,
24124,worried,25-07-2020 08:55,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,negative,12,,,,
24125,scared,25-07-2020 11:09,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,negative,15,,,,
24126,intrigued,29-01-2021 02:51,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,positive,45,,,,
24127,peeking,30-03-2021 21:16,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,neutral,35,,,,
24128,like,25-04-2021 00:04,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,positive,50,,,,
24129,super love,27-11-2020 10:51,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,positive,75,,,,
24130,heart,28-02-2021 16:00,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,positive,60,,,,
24131,scared,07-03-2021 02:26,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,negative,15,,,,
24132,heart,15-05-2021 17:03,video,26c02731-b5d8-4ad3-99a2-5e589e107937,studying,positive,60,,,,
